,id,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,budget,production_companies,revenue,runtime,tagline,release_year,release_month
1070,37165,The Truman Show,1998-06-04,"['Comedy', 'Drama']",English,8.1,16173,50.553,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend is really an actor, paid to be part of his life.",60000000,"['Paramount', 'Scott Rudin Productions']",264118201,103,On the air. Unaware.,1998,06
1071,18823,Clash of the Titans,2010-03-31,"['Adventure', 'Fantasy', 'Action']",English,5.9,5725,43.15,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",125000000,"['The Zanuck Company', 'Legendary Pictures', 'Thunder Road', 'Moving Picture Company', 'Warner Bros. Pictures']",493214993,106,Titans will clash.,2010,03
1072,1771,Captain America: The First Avenger,2011-07-22,"['Action', 'Adventure', 'Science Fiction']",English,7.0,19799,44.455,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",140000000,['Marvel Studios'],370569774,124,When patriots become heroes,2011,07
1075,607,Men in Black,1997-07-02,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",English,7.2,12464,38.856,"After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent Kay and new recruit Agent Jay find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",90000000,"['Columbia Pictures', 'Amblin Entertainment', 'Parkes+MacDonald Image Nation']",589390539,98,Protecting the Earth from the scum of the universe.,1997,07
1077,640,Catch Me If You Can,2002-12-16,"['Drama', 'Crime']",English,8.0,13855,47.341,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",52000000,"['Parkes/MacDonald Productions', 'Kemp Company', 'Splendid Pictures']",352114312,141,The true story of a real fake.,2002,12
1081,293167,Kong: Skull Island,2017-03-08,"['Action', 'Adventure', 'Fantasy']",English,6.5,9483,47.971,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",185000000,"['Legendary Pictures', 'Tencent Pictures']",566652812,118,All hail the king,2017,03
1084,11969,Tombstone,1993-12-25,"['Western', 'Action']",English,7.6,1779,31.31,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",25000000,"['Hollywood Pictures', 'Cinergi Pictures Entertainment']",56505065,130,Justice is coming.,1993,12
1089,12230,One Hundred and One Dalmatians,1961-01-25,"['Adventure', 'Animation', 'Comedy', 'Family']",English,7.2,5646,47.549,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement. In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.",4000000,['Walt Disney Productions'],85000000,82,The Canine Caper of the Century,1961,01
1091,139038,A Haunted House,2013-01-11,"['Comedy', 'Horror']",English,5.8,1630,43.346,"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help in this spoof of all the ""found-footage/documentary style"" films released in recent years.",2500000,"['Open Road Films', 'Endgame Entertainment', 'Wayans Bros. Entertainment', 'IM Global']",60141683,86,This $*%! ain't paranormal.,2013,01
1094,70981,Prometheus,2012-05-30,"['Science Fiction', 'Adventure', 'Mystery']",English,6.5,10947,46.683,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",130000000,"['Dune Entertainment', 'Scott Free Productions', 'Brandywine Productions', '20th Century Fox']",403354469,124,The Search for Our Beginning Could Lead to Our End.,2012,05
1095,3170,Bambi,1942-02-11,"['Animation', 'Drama', 'Family']",English,7.0,5085,43.576,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.",858000,['Walt Disney Productions'],267447150,70,A great love story.,1942,02
1097,967,Spartacus,1960-10-13,"['History', 'War', 'Drama', 'Adventure']",English,7.5,1856,36.772,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.",12000000,['Bryna Productions'],60000000,197,They trained him to kill for their pleasure ... but they trained him a little too well,1960,10
1101,8922,Jeepers Creepers,2001-07-01,"['Horror', 'Thriller']",English,6.5,2597,54.318,A brother and sister driving home through an isolated countryside from college encounter a flesh-eating creature in the midst of its ritualistic eating spree.,10000000,"['United Artists', 'American Zoetrope', 'Cinerenta Medienbeteiligungs KG', 'Cinerenta-Cinebeta', 'VCL Communications']",59217789,90,What's eating you?,2001,07
1102,398818,Call Me by Your Name,2017-09-01,"['Romance', 'Drama']",English,8.2,11106,47.473,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",4000000,"['La Cinéfacture', 'RT Features', 'Frenesy Film', ""Water's End Productions"", 'M.Y.R.A. Entertainment']",43143046,132,Is it better to speak or die?,2017,09
1103,11324,Shutter Island,2010-02-14,"['Drama', 'Thriller', 'Mystery']",English,8.2,21637,50.113,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",80000000,"['Phoenix Pictures', 'Paramount', 'Appian Way', 'Sikelia Productions']",294800000,138,Some places never let you go.,2010,02
1106,58428,The Innkeepers,2011-08-18,"['Horror', 'Thriller']",English,5.4,572,49.805,"During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.",750000,"['Dark Sky Films', 'Glass Eye Pix']",78396,101,Some guests never checked out.,2011,08
1107,353486,Jumanji: Welcome to the Jungle,2017-12-09,"['Adventure', 'Action', 'Comedy', 'Fantasy']",English,6.8,12478,39.101,"Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",90000000,"['Radar Pictures', 'Matt Tolmach Productions', 'Seven Bucks Productions', 'Columbia Pictures']",995339117,119,The game has evolved.,2017,12
1110,82675,Taken 2,2012-09-27,"['Action', 'Crime', 'Thriller']",English,6.3,6042,38.999,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",45000000,"['EuropaCorp', 'Grive Productions', 'M6 Films', 'Ciné+', '20th Century Fox', 'Canal+', 'Dune Entertainment', 'Karma Film Prod', 'Taken 2', 'Fox International Productions']",376141306,91,First they took his daughter. Now they're coming for him.,2012,09
1111,1427,Perfume: The Story of a Murderer,2006-09-13,"['Crime', 'Fantasy', 'Drama']",English,7.3,4032,40.288,"Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",60000000,"['Rising Star', 'VIP Medienfonds 4', 'Nouvelles Éditions de Films (NEF)', 'Davis Films', 'Ikiru Films', 'Constantin Film', 'MEDIA Programme of the European Union', 'DreamWorks Pictures', 'Summit Entertainment', 'Bernd Eichinger Productions', 'CNC', 'Castelao Productions', 'Eurimages', 'Atresmedia', 'Filmax']",135039924,147,Obsession can cause the unthinkable.,2006,09
1112,98,Gladiator,2000-05-04,"['Action', 'Drama', 'Adventure']",English,8.2,16408,50.781,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",103000000,"['Universal Pictures', 'Scott Free Productions', 'Red Wagon Entertainment', 'Mill Film', 'C & L', 'Dawliz', 'DreamWorks Pictures']",465361176,155,A hero will rise.,2000,05
1113,527641,Five Feet Apart,2019-03-14,"['Romance', 'Drama']",English,8.3,5122,44.787,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",7000000,"['Wayfarer Entertainment', 'CBS Films']",92600000,116,"When Life Keeps You Apart, Fight For Every Inch.",2019,03
1115,38055,Megamind,2010-10-28,"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']",English,6.9,6103,34.011,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",130000000,"['DreamWorks Animation', 'Paramount', 'Pacific Data Images']",321885765,96,His brain is off the chain.,2010,10
1116,27578,The Expendables,2010-08-03,"['Thriller', 'Adventure', 'Action']",English,6.2,7001,42.009,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert Yin Yang, heavy weapons specialist Hale Caesar, demolitionist Toll Road, and a loose-cannon sniper Gunner Jensen. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",80000000,"['Nimar Studios', 'Rogue Marble', 'Millennium Films', 'Nu Image', 'Lionsgate', 'Thunder Road']",274470394,103,Choose Your Weapon.,2010,08
1119,250546,Annabelle,2014-10-02,['Horror'],English,5.7,5586,39.058,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,6500000,"['Atomic Monster', 'New Line Cinema', 'The Safran Company', 'Evergreen Media Group', 'RatPac Entertainment']",257047661,99,"Before the Conjuring, there was Annabelle.",2014,10
1120,259316,Fantastic Beasts and Where to Find Them,2016-11-16,"['Fantasy', 'Adventure', 'Family']",English,7.3,17592,45.349,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",180000000,"['Heyday Films', 'Warner Bros. Pictures']",809342332,132,From J.K. Rowling's wizarding world.,2016,11
